14.154951	0.000444
14.154829	0.000499
14.154706	-0.000413
14.154584	-0.001043
14.154462	-0.000801
14.154339	0.000250
14.154217	0.001647
14.154095	0.002522
14.153972	0.002505
14.153850	0.001915
14.153728	0.000757
14.153606	-0.000816
14.153483	-0.001749
14.153361	-0.001696
14.153239	-0.001628
14.153116	-0.001541
14.152994	-0.000488
14.152872	0.000715
14.152749	0.000526
14.152627	-0.000249
14.152505	-0.000084
14.152382	0.000202
14.152260	-0.000970
14.152138	-0.003155
14.152016	-0.004612
14.151893	-0.004536
14.151771	-0.003770
14.151649	-0.003512
14.151526	-0.003589
14.151404	-0.003098
14.151282	-0.002507
14.151159	-0.003041
14.151037	-0.004253
14.150915	-0.004563
14.150792	-0.003912
14.150670	-0.003766
14.150548	-0.004518
14.150426	-0.004774
14.150303	-0.003756
14.150181	-0.002472
14.150059	-0.001826
14.149936	-0.001548
14.149814	-0.001401
14.149692	-0.001552
14.149569	-0.002142
14.149447	-0.003223
14.149325	-0.004042
14.149203	-0.003409
14.149080	-0.001924
14.148958	-0.001258
14.148836	-0.001114
14.148713	-0.000484
14.148591	-0.000306
14.148469	-0.001402
14.148346	-0.002608
14.148224	-0.003165
14.148102	-0.003713
14.147979	-0.004216
14.147857	-0.003789
14.147735	-0.002439
14.147613	-0.001356
14.147490	-0.001684
14.147368	-0.003346
14.147246	-0.005112
14.147123	-0.005966
14.147001	-0.005887
14.146879	-0.005201
14.146756	-0.004064
14.146634	-0.002710
14.146512	-0.001728
14.146389	-0.001751
14.146267	-0.002388
14.146145	-0.002221
14.146023	-0.001165
14.145900	-0.001052
14.145778	-0.002146
14.145656	-0.002201
14.145533	-0.000481
14.145411	0.001194
14.145289	0.001911
14.145166	0.002234
14.145044	0.002236
14.144922	0.001814
14.144800	0.001396
14.144677	0.001396
14.144555	0.001958
14.144433	0.002359
14.144310	0.001392
14.144188	-0.000288
14.144066	-0.001035
14.143943	-0.001130
14.143821	-0.001017
14.143699	-0.000061
14.143576	0.000315
14.143454	-0.001587
14.143332	-0.003478
14.143210	-0.003227
14.143087	-0.002619
14.142965	-0.002708
14.142843	-0.002418
14.142720	-0.002030
14.142598	-0.001826
14.142476	-0.000677
14.142353	0.001005
14.142231	0.001443
14.142109	0.000176
14.141986	-0.001919
14.141864	-0.003107
14.141742	-0.002140
14.141620	-0.000340
14.141497	0.000523
14.141375	0.000650
14.141253	0.000194
14.141130	-0.000914
